user,intent_num
"이야, 너 되게 똑똑하대. 안녕.",46
"하이, 오늘은 무슨 도움 받을 수 있어?",46
"인공지능 전화라니, 신기하네. 안녕하세요.",46
여보세요? 목소리 진짜 좋네! 안녕!,46
처음부터 이렇게 친절하네. 반가워요.,46
하이! 너랑 대화하는 게 재미있겠어.,46
"오, AI 전화응대 시스템이구나. 반갑다!",46
오늘도 잘 부탁한다. 안녕!,46
"아, 너 AI 봇이구나. 반가워.",46
"어, 안녕? 이름은 뭐야?",46
너 누구야?,47
"아 뭐야, 갑자기.",47
어디야 지금?,47
오늘 날씨 진짜 좋다.,47
"아오, 추워 죽겠네.",47
저녁 뭐 먹을까?,47
"어, 잠깐만 있어봐.",47
뭐라고 했지 방금?,47
"아이 참, 깜빡했네.",47
내일 시간 될까?,47
"와, 오늘 진짜 힘들었다.",47
"아, 몰라. 그냥 그렇게 해.",47
어딜 가야 하지?,47
이번 주말 뭐 할 거야?,47
"어, 이거 좀 이상한데?",47
"아, 됐다. 그냥 해.",47
거기 누구 있어?,47
어제 진짜 재밌었어.,47
지금 좀 바쁘네.,47
"아오, 너무 덥다.",47
뭘 먹어야 하지?,47
"와, 이건 또 뭐야?",47
좀 더 알아봐야겠어.,47
지금 신호 안 잡히네.,47
오늘 피곤하다.,47
"어? 잘못 들었어, 다시 말해줘.",47
뭐라고 했지?,47
어? 뭐지 이거?,47
"아, 잠깐만 기다려봐.",47
왜 이렇게 복잡하지?,47
음... 뭘 해야 하지?,47
"아, 신경 쓰이네.",47
뭐 하고 있니?,47
요즘 왜 이렇게 바쁘냐.,47
"와, 진짜 이상하다.",47
"잠깐만, 다시 생각해볼게.",47
이게 맞는 건가?,47
어제 그거 봤어?,47
뭔가 좀 어색한데?,47
어? 이거 어디서 들어봤지?,47
지금 뭐라고 했어?,47
너무 조용해서 이상해.,47
나중에 다시 해도 되지?,47
잠깐 멈춰봐.,47
"와, 이거 완전 웃기다.",47
갑자기 생각났는데...,47
오늘은 별로 신나는 일이 없네.,47
너 어디서 온 거야?,47
"아, 너무 복잡하네.",47
뭔가 잘못된 것 같아.,47
그거 아직도 기억나?,47
내일 뭐 할 거야?,47
어... 헷갈리네.,47
오늘 점심 뭐 먹었어?,47
이게 무슨 일이야?,47
"아, 진짜 정신 없다.",47
너 뭐 좋아해?,47
주문은 어떻게 할 수 있나요?,10
전화로 주문 되나요?,10
전화 주문 가능한가요?,10
어떤 방식으로 판매하고 있나요?,10
짜장면을 주문하려면 어떤 방식으로 해야 하나요?,10
어떤 방식으로 주문 가능한지 알 수 있나요?,10
주문은 어떻게 하나요?,10
주문 하는 방식 알려줄래요?,10
어떻게 주문 할 수 있는지 알려줘,10
어떤 방식으로 주문해?,10
주문 방식 안내해줘,10
키오스크로 주문 가능해?,10
테이블오더 돼?,10
테이블오더 주문 가능해?,10
스마트주문 가능해?,10
스마트주문 지원하나요?,10
키오스크로 결제 가능한가요?,10
키오스크 있나요,10
직원에게 직접 주문하나요?,10
가게에서 어떻게 주문할 수 있을까?,10
가게 내에서 주문하는 방식 알려줘,10
주문 방식이 따로 있니?,10
매장에 키오스크 있는지 알려줄래요?,10
매장에 스마트주문 가능한지 알려줄 수 있을까?,10
매장에 테이블오더 되는지 알려줄 수 있어?,10
포장 주문도 가능한가요?,11
포장 가능한가요?,11
테이크 아웃 가능한가요?,11
싸가는거 돼?,11
집에가서 먹을건데 괜찮지?,11
싸가고 싶은데 가능해?,11
집에 가서 먹으려는데 가능하죠?,11
배달 주문도 가능한가요?,11
배달 가능한가요?,11
배달 되나요?,11
배달 시키고 싶은데 가능하죠?,11
픽업 가능한가요?,11
픽업 주문 되나요?,11
테이크 아웃 되죠?,11
픽업 되죠?,11
배달 주문 받으시나요?,11
배달 되는지 알려줄 수 있어?,11
배달 가능한지 알려줄래요?,11
포장 주문 가능한가요?,11
포장 되나요?,11
포장 가능한지 알려줄래?,11
포장 가능해?,11
포장 주문 가능한지 알려줄 수 있나요?,11
포장 되는지 말해줄래?,11
포장 가능한가요?,11
포장 주문 되나요?,11
포장 주문 가능할까요?,11
포장 주문 되는지 알려줘,11
포장 주문 가능해?,11
포장 주문 가능할까?,11
포장 서비스 제공 되나요?,11
싸가는거 가능해?,11
싸갈 수 있어?,11
테이크 아웃 가능해?,11
테이크 아웃 되나요?,11
싸갈 수 있나요?,11
테이크 아웃 되는지 알려줄래요?,11
테이크 아웃 가능한가요?,11
매장에서 식사 가능하죠?,11
매장에서 먹으려는데 되나요?,11
여기서 먹고 가도 되죠?,11
매장 주문 되나요?,11
가게에서 먹을 수 있나요?,11
내점 주문 되죠?,11
매점 안에서 먹는거 가능하죠?,11
결제 수단이 어떤 게 있나요?,12
결제 방식은 어떤 게 가능한가요?,12
결제 방법은 어떻게 되나요?,12
어떤 결제 방식을 지원하나요?,12
결제 수단을 알려 주세요.,12
결제할 때 사용할 수 있는 방법은요?,12
결제는 어떤 방식으로 진행되나요?,12
어떤 결제 수단을 사용할 수 있나요?,12
결제하는 방법을 알려 주세요.,12
결제 수단 종류를 알고 싶어요.,12
지불 수단은 어떤 게 있나요?,12
지불 방법은 어떻게 되나요?,12
결제할 때 선택 가능한 방법은요?,12
결제할 때 사용할 수 있는 수단이 뭔가요?,12
결제 수단 안내 부탁드립니다.,12
결제할 때 가능한 모든 방법은요?,12
결제 방식이 여러 가지 있나요?,12
결제는 어떤 시스템으로 하나요?,12
결제 수단이 다양합니까?,12
결제하는 방식이 어떤 게 있나요?,12
결제 수단 사용법을 알려 주세요.,12
결제는 어떤 방식으로 가능한가요?,12
결제는 어떻게 처리되나요?,12
결제 시스템 종류를 알려 주세요.,12
결제할 때 사용할 수 있는 방법을 선택할 수 있나요?,12
결제 수단 목록을 알려 주세요.,12
결제 수단 종류를 보고 싶어요.,12
결제 가능한 수단을 설명해 주세요.,12
결제할 때 사용할 수 있는 수단이 궁금해요.,12
결제할 수 있는 모든 방법은요?,12
결제는 어떤 시스템을 이용하나요?,12
결제할 때 선택 가능한 옵션이 있나요?,12
제로페이 결제 가능한가요?,13
제로페이로 결제 되나요?,13
간편 결제로 가능한거 뭐 있나요?,13
애플페이 되나요?,13
네이버페이 되나요?,13
카카오페이 가능하죠?,13
애플페이 결제 가능한가요?,13
카카오페이 결제 가능한가요?,13
비버페이 결제 가능한가요?,13
지역페이 사용 가능한가요?,13
지역에서만 사용 가능한 페이도 되나요?,13
지역페이 쓸 수 있나요?,13
계좌이체 가능한가요?,13
계좌이체도 받으시죠?,13
카카오페이 결제 가능합니까?,13
페이코로 결제할 수 있나요?,13
삼성페이 사용 가능한가요?,13
네이버페이로 결제할 수 있습니까?,13
제로페이 사용 가능한가요?,13
알리페이 사용 가능한가요?,13
신용카드로 결제할 수 있나요?,13
현금 결제는 가능합니까?,13
체크카드를 사용할 수 있나요?,13
계좌이체로 지불할 수 있나요?,13
애플페이 결제가 지원되나요?,13
모바일 결제를 받을 수 있습니까?,13
QR코드 결제를 지원하나요?,13
무통장 입금이 가능한가요?,13
교통카드 사용이 가능합니까?,13
기프트 카드 사용 가능합니까?,13
페이팔 결제를 지원하나요?,13
QR 결제를 이용할 수 있습니까?,13
기프티콘으로 결제할 수 있습니까?,13
기프티콘 쓸 수 있나요?,13
기프티콘 사용되는지 알려줘,13
따로따로 결제 가능한가요?,14
따로 결제 가능한가요?,14
결제 방법을 더 자세히 알려줄래?,14
결제 방법에 대해 추가로 더 알 수 있을까요?,14
결제 방법에 대해 더 알고 싶어요,14
결제 하는 방법을 좀 자세히 들을 수 있을까요?,14
결제 방법 추가로 알고 싶어,14
결제 방법을 완전 자세하게 알려주라,14
결제 방식에 제한이 있나요?,14
현금영수증 발행이 되나요?,14
신용카드 결제시 할부 되나요?,14
할부 가능한가요?,14
결제할 때 신분증이 필요한가요?,14
온라인 주문 후 매장에서 결제 가능한가요?,14
선결제와 후결제 중 선택 가능한가요?,14
결제 수단 추가 등록이 가능한가요?,14
결제 시 세금계산서 발행이 가능한가요?,14
결제 확인 이메일을 받을 수 있나요?,14
온라인 결제는 안전한가요?,14
결제 시 실시간 알림을 받을 수 있나요?,14
결제 이력을 어떻게 확인하나요?,14
결제 시 잔돈은 어떻게 받나요?,14
모바일 앱 결제 시 오류가 발생하면 어떻게 해야 하나요?,14
결제 내역은 영수증 외에 다른 방법으로 확인할 수 있나요?,14
영업 시간이 언제인가요?,15
가게 영업시간 알려줘,15
언제까지 영업하시나요?,15
영업 시간을 알 수 있나요?,15
영업 시간 알려줄래,15
영업 시간이 어떻게 돼?,15
가게 영업 시간 알려줄 수 있어?,15
매장 영업 시간이 어떻게 되나요?,15
매장 영업 시간 알려줘,15
매장 운영 시간 알려줘,15
영업시간 어떻게 되나요?,15
영업시간은 언제 인가요?,15
영업시간을 알 수 있나요?,15
현재 영업 시간을 알 수 있나요?,15
현재 가게 영업 시간 알려줄래?,15
현재 매장 영업 시간 알려줘,15
가게 영업 언제까지 해?,15
영업시간 언제까지야?,15
영업시간 알려줄 수 있니?,15
매장 영업시간이 어떻게 돼?,15
가게 영업시간이 어떻게 되는지 말해줄 수 있니?,15
가게 운영 시간 알려줄래?,15
가게 운영 시간은 언제야?,15
매장 운영 시간 알려줘.,15
영업 시간 알려줄 수 있어?,15
영업 시간을 대략적으로 알 수 있을까?,15
가게 영업시간 대충 알려줘,15
가게 영업 언제 해?,15
매장 운영 시간 알 수 있을까?,15
운영 시간 알려줘봐,15
가게 영업 시간 어떻게 돼?,15
매장 영업 일정이 있니?,15
가게 영업 일정 알려줘,15
영업시간은 언제부터 언제까지인가요?,16
영업시간이 몇시부터 몇시까지인지 알 수 있나요?,16
영업시간이 언제부터 언제까지인지 정확하게 알 수 있나요?,16
영업시간이 자세하게 어떻게 되는지 알 수 있나요?,16
영업시간은 몇시부터 몇시까지로 기재되어 있나요?,16
영업시간은 몇시부터인가요?,16
오늘 영업 시작은 몇 시야?,16
오늘 몇 시까지 운영해?,16
오늘 몇 시에 영업 마감해?,16
가게 몇 시에 열어?,16
오늘 몇 시에 가게 닫아?,16
오늘 몇 시에 문 닫아?,16
오늘 몇 시에 영업 시작해?,16
영업 종료 시간 알려줄래?,16
영업 마감 시간 알려줘.,16
오늘 가게 문 닫는 시간은?,16
매장 여는 시간은 언제야?,16
영업 시작 시간 알려줘.,16
매장 열고 닫는 시간은?,16
매장 영업 시간을 자세히 알 수 있을까?,16
오픈 시간 알려줘,16
마감 시간 알려줘,16
매장 열고 닫는 시간 정확하게 알려줘라,16
언제부터 언제까지 매장 운영하는지 자세히 알려줄래?,16
몇시부터 몇시까지 열어?,16
매장 운영 시간 정확하게 알려줘,16
가게 운영 시간 정확하게 알려줘,16
매장은 오전에 여나요 오후에 여나요?,16
매장이 밤에도 여나요?,16
매장은 아침에 여나요?,16
매장이 오전 오후 정확히 몇시에 여나요?,16
브레이크 타임 있나요?,17
쉬는 시간이 언제인가요?,17
매장 쉬는 시간은요?,17
영업 중단 시간 있나요?,17
브레이크 타임 운영하나요?,17
쉬는 시간 안내 부탁드려요.,17
브레이크 타임 운영 시간 궁금해요.,17
브레이크 타임 안내 부탁드려요,17
브레이크 타임 언제인가요?,17
가게에 브레이크 타임 있어?,17
브레이크 타임 알려줘,17
쉬는 시간 있니?,17
가게에 쉬는시간 어떻게 돼?,17
영업 중간에 브레이크 타임이 있나요?,17
영업 중간에 쉬는 시간이 있나요?,17
쉬는 시간 있나요?,17
매장 영업 쉬는 시간이 있나요?,17
매장이 잠시 쉬는 때가 있나요?,17
점심과 저녁 사이 쉬는 시간이 있나요?,17
브레이크 타임 언제야?,17
브레이크 타임 알려줄 수 있어?,17
영업을 중단하는 시간대가 있나요?,17
브레이크 타임이 매일 고정인가요?,17
쉬는 시간 알려줘,17
쉬는 때가 언제야?,17
브레이크 타임 있지?,17
매장 브레이크 타임 알려줘,17
브레이크 타임이 몇 시부터 몇 시까지인가요?,18
브레이크 타임 자세히 알려줘,18
자세한 브레이크 타임 알려주세요,18
브레이크 타임은 정확히 몇 시에 시작하나요?,18
브레이크 타임은 몇 시부터 시작하나요?,18
몇 시부터 영업 중단되나요?,18
점심 이후 브레이크 타임은 몇 시인가요?,18
매장 쉬는 시간 시작은 몇 시인가요?,18
브레이크 타임은 정확히 언제 시작되나요?,18
매장 영업이 멈추는 시간은 몇 시인가요?,18
브레이크 타임이 시작되는 시각을 알려주세요.,18
점심 이후 영업이 중단되는 시각은 언제인가요?,18
매장 영업이 멈추는 시각은요?,18
브레이크 타임이 정확히 언제부터인지 궁금합니다.,18
영업이 중단되는 시각은 몇 시인가요?,18
매장 운영이 멈추는 시각을 알려주세요.,18
브레이크 타임이 시작되는 시각이 궁금합니다.,18
식사 주문이 불가능한 시각은 몇 시부터인가요?,18
운영 중단이 몇 시부터인지 알려주세요.,18
브레이크 타임은 정확히 몇시부터 시작해요?,18
브레이크 타임은 몇시에 끝나나요?,18
브레이크 타임이 종료되는 시간을 정확히 알고 싶어요,18
브레이크 타임이 시작하는 시간을 정확히 알고 싶습니다,18
쉬는 시간은 몇시 시작이야?,18
쉬는 시간은 몇시에 끝나?,18
쉬는 시간이 시작하고 끝나는 시간을 알려줘,18
매장 쉬는 시간 몇시부터야?,18
매장 쉬는 시간 몇시에 끝나는지 알려줘,18
매장 영업 중단하는 시간이 정확히 몇시부터야?,18
브레이크 타임은 몇시에 끝나는거야?,18
매장의 쉬는 시간을 정확하게 알고 싶어,18
매장 브레이크 타임을 정확하게 알 수 있을까?,18
가게 브레이크 타임 몇시부터 몇시까지야,18
가게 쉬는 시간 몇시부터야?,18
매장의 휴무일은 언제인가요?,19
휴무일이 정해져 있나요?,19
가게가 언제 쉬나요?,19
매장은 언제 쉬나요?,19
매장 쉬는 날은 언제인가요?,19
매주 쉬는 요일이 있나요?,19
이번 주 영업 일정은 어떻게 되나요?,19
정기적으로 쉬는 날이 있나요?,19
다음 주 휴무일이 언제인지 알려주세요.,19
정기 휴무 날짜 확인 부탁드립니다.,19
정기 휴일이 정해져 있나요?,19
정기 휴무일 확인하고 싶어요.,19
정기적인 휴무 요일은요?,19
정기 휴일은 언제입니까?,19
정기 휴무 요일을 확인하고 싶어요.,19
정기적으로 쉬는 요일은 언제인가요?,19
정기적으로 문 닫는 날은?,19
정기 휴무 날짜가 정해져 있나요?,19
가게 문닫는 날이 있나요?,19
매장 안 여는 날이 있나요?,19
매장 쉬는 날 언제야?,19
정기 휴무 언제야?,19
주마다 쉬는 때가 언제야?,19
주마다 가게 쉬나요?,19
매 주 가게 쉬는 날이 있나요?,19
매 주 매장 영업 쉬는 때가 있나요?,19
매주 언제 쉬나요?,19
쉬는 날이 언제예요?,19
가게 안하는 날 알려줄래?,19
가게 안하는 때가 언제야?,19
매장 휴무일 알려줘,19
방문하기 전에 휴무일을 알 수 있나요?,19
방문하기 전에 알아야 할 휴무일을 알려줘,19
가게 휴무일 알려줘,19
휴무일은 어떻게 되나요?,19
정확한 휴무일을 알 수 있나요?,19
쉬는 날이 정확히 언제야?,19
휴무일 언제인가요?,19
주말에 영업 하나요?,20
평일에 영업 하나요?,20
주말에도 영업 하나요?,20
평일에도 영업 하나요?,20
주말 둘 중 영업 하는 때가 있나요?,20
주말 중에 영업 하나요?,20
주말에 영업 하나요? 영업 하면 몇시부터 해요?,20
주말에 언제 영업해?,20
공휴일에 영업 하나요?,20
빨간날에 영업 해?,20
빨간 날에도 가게 여나요?,20
공휴일에 가게 여는지 알 수 있나요?,20
다음 주에 영업하나요?,20
그럼 다음 주에 영업해?,20
다음 주에도 영업하는지 알려줄래요?,20
주말에도 정상 영업하나요?,20
주말에는 쉬나요?,20
주말에 가도 매장이 열려 있나요?,20
주말 영업은 특정 시간대에만 하나요?,20
"공휴일, 주말에 영업 하나요?",20
"공휴일, 주말에 쉬나요?",20
주말에 영업하는지 말해줘봐,20
공휴일에 영업하는지 말해봐,20
주말에는 가게 쉬니?,20
주말에는 가게 쉬는지 알려줄래?,20
주말에는 매장 열어?,20
주말에 매장 쉬나요?,20
휴무일을 상세하게 알려줄래요?,21
매장의 영업시간과 휴무일을 자세히 알려주세요.,21
영업시간과 휴무일이 매월 달라지나요?,21
영업시간과 휴무일이 시즌마다 변동되나요?,21
영업시간이 조정될 때는 공지가 있나요?,21
명절 휴무일은 며칠인가요?,21
공휴일마다 영업 여부가 달라지나요?,21
운영시간과 휴무일은 사전에 공지되나요?,21
긴급 상황 발생 시 휴무일이 생기나요?,21
매장의 영업시간 변경은 어디서 확인할 수 있나요?,21
매장의 영업 종료 시간은 고정인가요?,21
특정 날은 일찍 닫는 경우가 있나요?,21
정기적인 휴무일 공지는 어디서 확인하나요?,21
매장 운영시간은 휴무일 공지와 함께 제공되나요?,21
정기적인 휴무일 공지는 어디서 확인하나요?,21
시즌별 영업시간은 매년 동일한가요?,21
공휴일에는 연장 운영을 하나요?,21
영업시간이 확장되거나 단축되는 경우가 있나요?,21
휴무일이 갑자기 변경될 수 있나요?,21
특정 계절에는 영업시간이 바뀌나요?,21
새해 첫 영업일은 언제인가요?,21
특정 휴일에는 연장 운영을 하나요?,21
영업일은 어디서 공식적으로 확인할 수 있나요?,21
영업시간 변경 공지는 어떻게 받나요?,21
매장 운영 일정을 사전에 확인할 수 있나요?,21
시즌별로 운영 시간이 다르게 적용되나요?,21
매장 쉬는 날을 자세히 알려줄래?,21
가게 언제 쉬는지 자세히 알려줄래?,21
매장 휴무일에 대해 상세히 알려줄 수 있나요?,21
가게 휴무에 대해 상세히 알려줄 수 있나요?,21
매장 영업 시간에 대해 추가적으로 알려줄 수 있나요?,21
매장 영업 시간에 대해 상세히 알려줄 수 있나요?,21
매장 영업 시간에 대해 자세히 알려줄래?,21
수요일 영업 시작 시간이 언제야?,22
토요일 몇 시에 마감해?,22
화요일 매장 운영 시간은 몇 시부터야?,22
월요일 매장 여는 시간 알려줘.,22
일요일에 가게 문 닫는 시간은?,22
수요일 몇 시부터 운영해?,22
금요일 몇 시부터 운영해?,22
목요일 몇 시에 문 열어?,22
월요일 영업 시작 시간이 언제야?,22
토요일 영업 시간 알려줄래?,22
일요일 영업 끝나는 시간은?,22
일요일 운영 시간이 몇 시부터야?,22
토요일 매장 여는 시간 알려줘.,22
일요일 매장 여는 시간 알려줘.,22
금요일 영업시간 언제야?,22
수요일 몇 시까지 열려 있어?,22
목요일 영업 시작 시간이 언제야?,22
목요일 매장 운영 시간은 몇 시부터야?,22
일요일 매장 운영 시간은 몇 시부터야?,22
월요일 몇 시에 문 닫아?,22
목요일 몇 시에 문 닫아?,22
토요일 영업 시작은 몇 시부터야?,22
화요일 영업 시작은 몇 시부터야?,22
수요일 영업 종료 시간이 언제야?,22
금요일에 몇 시부터 영업해?,22
화요일 영업 시작 시간이 언제야?,22
월요일 운영 시간이 몇 시부터야?,22
화요일 영업시간 언제야?,22
화요일 매장 여는 시간 알려줘.,22
수요일 영업 시작은 몇 시부터야?,22
화요일 몇 시부터 운영해?,22
수요일 몇 시에 문 닫아?,22
토요일 영업 끝나는 시간은?,22
토요일 몇 시에 문 열어?,22
금요일에 가게 문 닫는 시간은?,22
월요일 몇 시부터 운영해?,22
금요일 영업 시간 알려줄래?,22
토요일 몇 시까지 열려 있어?,22
금요일 매장 운영 시간은 몇 시부터야?,22
화요일 몇 시에 가게 열어?,22
화요일 몇 시에 문 열어?,22
월요일 영업 종료 시간이 언제야?,22
토요일 영업 종료 시간이 언제야?,22
목요일에 매장 운영 시간은 언제야?,22
일요일 몇 시부터 운영해?,22
화요일 영업 종료 시간이 언제야?,22
수요일 영업 시간 알려줄래?,22
혹시 월요일에 언제 열어요?,22
혹시 월요일에 언제 닫나요?,22
혹시 월요일 영업 시간 알 수 있나요?,22
"아, 월요일 영업 시간 언제임?",22
월요일에 몇시부터 몇시까지 영업해요?,22
월요일에 정해진 영업 시간 알려줄래요?,22
월요일에 영업 시간 나와 있는게 있나요?,22
"아, 화요일 영업 시간 언제임?",22
화요일에 몇 시부터 몇 시까지 영업해요?,22
화요일에 정해진 영업 시간 알려줄래요?,22
화요일에 영업 시간 나와 있는게 있나요?,22
화요일 매장 운영 시간 확인 가능?,22
화요일에 가게 언제까지 열어?,22
"아, 수요일 영업 시간 언제임?",22
수요일에 몇 시부터 몇 시까지 영업해요?,22
수요일에 정해진 영업 시간 알려줄래요?,22
수요일에 영업 시간 나와 있는게 있나요?,22
수요일 매장 운영 시간 확인 가능?,22
수요일에 가게 언제까지 열어?,22
수요일 영업 시작과 마감 시간 좀 알려줘.,22
목요일 영업 시간대를 확인해줄 수 있어?,22
목요일 매장 오픈과 마감 시간 알려줘.,22
목요일에 가게 몇 시에 문 열어?,22
목요일 영업 시작은 몇 시부터?,22
목요일 영업 종료 시간은 몇 시인지?,22
목요일에 몇 시부터 몇 시까지 운영돼?,22
금요일 영업 종료 시간이 궁금해요.,22
금요일 영업 시작 시간은 언제부터야?,22
금요일 가게 문 여는 시간이 어떻게 돼?,22
금요일 운영 시작 시간 좀 확인해줘.,22
금요일에 가게 문 닫는 시간은?,22
금요일 영업 시간대를 확인해줄 수 있어?,22
금요일 매장 오픈과 마감 시간 알려줘.,22
금요일에 가게 몇 시에 문 열어?,22
토요일 가게 문 여는 시간이 어떻게 돼?,22
토요일 운영 시작 시간 좀 확인해줘.,22
토요일에 가게 문 닫는 시간은?,22
토요일 영업 시간대를 확인해줄 수 있어?,22
토요일 매장 오픈과 마감 시간 알려줘.,22
토요일에 가게 몇 시에 문 열어?,22
토요일 영업 시작은 몇 시부터?,22
토요일 영업 종료 시간은 몇 시인지?,22
토요일에 몇 시부터 몇 시까지 운영돼?,22
"아, 일요일 영업 시간 언제임?",22
일요일에 몇 시부터 몇 시까지 영업해요?,22
일요일에 정해진 영업 시간 알려줄래요?,22
일요일에 영업 시간 나와 있는게 있나요?,22
일요일 매장 운영 시간 확인 가능?,22
일요일에 가게 언제까지 열어?,22
일요일 영업 시작과 마감 시간 좀 알려줘.,22
어디까지 배달 되는지 알려줘,23
배달 가능한 지역을 알려줄 수 있나요?,23
배달 되는 지역 말해줘,23
가게에서 어디까지 배달 돼?,23
배달 되는 지역을 알려줄 수 있어?,23
배달 되는 지역을 알려줄래?,23
배달 어디까지 가능한지 알려줄래?,23
배달 되는 지역이 어디인가요?,23
지금 주문하려고 하는데 배달 되는지 거리 좀 알려줄래요?,23
배달 가능 지역인지 확인 좀 부탁드려요.,23
배달 가능 범위를 알려주세요.,23
배달 가능한 거리 기준이 있나요?,23
배달 가능한 반경은 몇 km인가요?,23
매장에서 배달할 수 있는 최대 거리는 몇 km인가요?,23
배달 가능 지역을 알려줄 수 있나요?,23
배달 가능한 지역이 어디인가요?,23
배달 가능 범위가 어떻게 되나요?,23
배달 서비스가 제공되는 지역이 궁금해요.,23
배달 가능 범위를 알려주세요.,23
특정 지역으로 배달이 가능한가요?,23
매장에서 몇 km까지 배달 가능한지 알고 싶어요.,23
배달 가능한 지역 반경이 어떻게 돼?,23
어디까지 배달 되나요?,23
배달 거리 알려줄래요?,23
배달 거리 기준이 있나요?,23
배달비는 얼마인가요?,24
배달비 얼마인지 알려줄래?,24
배달비가 따로 있나요?,24
배달 비용 알려줄래?,24
배달 시키려는데 배달비 얼마야?,24
배달팁이 따로 있나요?,24
배달팁은 얼마인가요?,24
배달팁이 얼마야?,24
배달 비용 알려줄 수 있나요?,24
배달비를 알려줄 수 있나요?,24
배달팁을 알려줄 수 있나요?,24
최소 주문 금액은 얼마인가요?,24
최소 주문 금액이 있나요?,24
최소 주문 금액을 알려줘,24
최소 주문 금액이 얼마인지 알 수 있을까?,24
최소 주문 금액을 알려줘,24
배달주문하려면 최소한으로 시켜야하는 금액이 얼마야?,24
배달시키려면 얼마나 시켜야해?,24
배달 시킬건데 최소 주문금액은 얼마야?,24
배달 주문시 최소 주문 금액은 얼마인지 알려줄래?,24
배달 시킬 때 얼마나 시켜야하는지 알려줘,24
배달비는 얼마인가요?,24
최소 주문 금액은 얼마부터 가능한가요?,24
배달하려면 최소 얼마를 주문해야 하나요?,24
최소 주문 금액 알려줘,24
배달비 얼마야?,24
배달비 얼마인지 알 수 있나요?,24
배달비와 최소 주문 금액이 궁금해요.,24
최소 주문 금액은 얼마에서 얼마인가요?,24
어디에 배달이 가능해?,24
어디까지 배달이 가능한지 알려줄래?,24
최소 주문 금액이 어떻게 되는지 알 수 있나요?,24
최소 주문 금액이 정해져 있나요?,24
배달비와 최소 주문 금액 조건을 알려주세요.,24
배달하려면 얼마 이상 주문해야 하나요?,24
배달비가 지역마다 다른가요?,24
배달비는 거리에 따라 달라지나요?,25
배달비는 따로 부과되나요?,25
배달 되는 곳인지 알 수 있을까?,25
시켜먹으려고 하는데 배달 되는지 알려줘,25
여기 배달 가능한 지역인지 알려줄 수 있니?,25
배달비와 최소 주문 금액 조건을 알려주세요.,25
무료 배달 조건이 있나요?,25
신사역 근처인데 배달 되나요?,25
동대문으로 배달 가능한가요?,25
배달비가 지역마다 다른가요?,25
최소 주문 금액이 충족되지 않으면 어떻게 되나요?,25
배달비와 관련된 세부 사항을 알고 싶어요.,25
배달비는 결제 시 포함되나요?,25
배달비 할인 혜택이 있나요?,25
최소 주문 금액을 충족해야만 배달이 가능한가요?,25
배달비가 어떻게 책정되나요?,25
배달 서비스가 제공되는 지역이 궁금해요.,25
배달 가능 지역을 확인하려면 어떻게 해야 하나요?,25
배달 권역인지 확인 부탁드립니다.,25
배달 가능 지역인지 확인해 주시면 주문하겠습니다.,25
배달 가능 지역을 확인하려면 어떻게 해야 하나요?,25
제 위치에서 배달이 가능한지 알려주세요.,25
배달 가능 여부를 어떻게 확인할 수 있나요?,25
강남역으로 배달 가능한가요?,25
배달 주문 가능한 지역 어디인지 알 수 있어?,25
여기로 배달 가능한지 알려주시겠어요?,25
배달 가능한지 확인하고 주문하려고 합니다.,25
제가 주문하려는 곳으로 배달이 가능한가요?,25
지금 주문할 수 있는 배달 가능 지역인지 알려주세요.,25
주문 전 배달 가능 여부를 확인해 주세요.,25
배달 가능한지 확인 후 주문하려고 해요.,25
배달 가능 지역인지 체크해 주시겠어요?,25
"여기가 배달 가능한지 알려주세요, 주문하려고 해요.",25
상점의 정확한 주소를 알려주세요.,28
상점 주소를 알고 싶어,28
매장이 어디 있는지 알려줄래?,28
매장 위치를 알 수 있을까요?,28
상점 위치를 알 수 있을까요?,28
상점이 어디에 있는지 알려줘,28
가게 위치 알려줘,28
가게가 어디에 있는지 알 수 있을까?,28
상점의 정확한 주소가 어떻게 돼?,28
매장의 정확한 주소가 어떻게 되나요?,28
가게의 정확한 주소를 알 수 있나요?,28
상점의 위치가 궁금해요,28
매장의 위치를 알고 싶어요,28
가게 주소를 알려주시겠어요?,28
상점 위치 안내 부탁드려요,28
가게가 있는 곳이 어디예요?,28
가게 위치 확인하고 싶어요,28
가게가 어느 지역에 있는지 알 수 있나요?,28
상점의 위치를 자세히 알고 싶어요,28
상점 주소 알려줄 수 있나요?,28
매장은 어디에 있나요?,28
도로명 주소를 알 수 있나요?,28
방문하려면 어디로 가야하나요?,28
찾아가려는데 주소 알려주세요,28
매장 방문을 위한 주소를 알 수 있나요?,28
여기가 어디니?,28
가게 주소를 알 수 있나요?,28
가게는 어디에 있나요?,28
매장은 어디쯤에 위치하나요?,28
매장은 어디에 위치해있나요?,28
가게 어디야?,28
매장 어디야?,28
어디에 있어?,28
매장 어디니?,28
가게 위치 말해줘,28
매장 위치 어디야,28
현재 대기 시간이 얼마나 되나요?,26
지금 방문하면 테이블 대기 시간이 어떻게 되나요?,26
지금 가면 자리 잡는 데 얼마나 걸릴까요?,26
현재 테이블 이용 가능 여부를 알려주세요.,26
테이블 기다리는 시간이 어느 정도인가요?,26
현재 대기 인원이 몇 명인가요?,26
대기 중인 테이블 수를 알 수 있나요?,26
